Scenario,Model,MaxTokens,Keyword,Success,Latency_ms,Text_Length,QuestData,Error
Gemini 2.5 Flash Lite 8192,gemini-2.5-flash-lite,8192,보물,True,7856.953382492065,387,"{'quest_title': '보물 사냥꾼의 의뢰', 'quest_giver_npc_id': 'NPC001_Amber', 'quest_type': 'SIDE_QUEST', 'quest_summary': '사냥꾼 앰버가 숲에서 발견한 고대 보물에 대한 단서를 찾아달라고 의뢰합니다.', 'quest_steps': [{'step_id': 1, 'objective_type': 'TALK', 'description_for_player': '사냥꾼 앰버와 대화하세요.', 'dialogues': {'on_start': [{'speaker_id': 'NPC001_Amber', 'line': '이 숲이 점점 위험해지고 있어. 곧 닥쳐올 식량을 찾기 위해 숲 깊숙한 곳으로 들어갔다가, 고대 유적에서 보물에 대한 이야기를 들었네. 하지만 몬스터들이 그 근처를 배회하고 있어. 자네가 그 보물에 대한 단서를 가져다주게.'}], 'on_complete': []}, 'details': {'target_npc_id': 'NPC001_Amber'}}, {'step_id': 2, 'objective_type': 'DUNGEON', 'description_for_player': '고대 유적이 있는 동굴(DUN002_cave)을 탐험하고 보물에 대한 단서를 찾으세요.', 'dialogues': {'on_start': [{'speaker_id': 'NPC001_Amber', 'line': '그 동굴 안에는 오래된 보물에 대한 이야기가 숨겨져 있을 거야. 하지만 몬스터들이 득실거릴 테니 조심해야 하네. 놈들을 피해 동굴 깊숙한 곳에서 보물에 대한 단서를 찾아오게.'}], 'on_complete': []}, 'details': {'target_dungeon_id': 'DUN002_cave'}}, {'step_id': 3, 'objective_type': 'TALK', 'description_for_player': '찾은 단서를 가지고 앰버에게 돌아가세요.', 'dialogues': {'on_start': [{'speaker_id': 'player_character', 'line': '동굴에서 보물에 대한 단서를 찾았어. 앰버에게 돌아가서 이걸 전해야겠군.'}], 'on_complete': []}, 'details': {'target_npc_id': 'NPC001_Amber'}}], 'quest_rewards': [{'item_id': 'GOLD', 'quantity': 100}, {'item_id': 'POTION_HEALTH', 'quantity': 2}]}",None
Gemini 2.5 Flash Lite 8192,gemini-2.5-flash-lite,8192,보물,True,7960.355281829834,484,"{'quest_title': '숨겨진 보물을 찾아서', 'quest_giver_npc_id': 'NPC001_Amber', 'quest_type': 'SIDE_QUEST', 'quest_summary': '사냥꾼 앰버는 다가오는 월식으로 인해 숲이 위험해지자, 숲 깊숙한 곳에 숨겨진 고대의 보물을 찾아달라고 플레이어에게 의뢰합니다.', 'quest_steps': [{'step_id': 1, 'objective_type': 'TALK', 'description_for_player': '사냥꾼 앰버와 대화하십시오.', 'dialogues': {'on_start': [{'speaker_id': 'NPC001_Amber', 'line': '숲이 점점 더 위험해지고 있어. 다가오는 월식 때문에 짐승들이 난폭해지고 있거든. 고대의 보물에 대한 소문이 있는데, 그걸 찾으면 이 위기를 극복할 방법을 찾을지도 몰라. 하지만 혼자서는 무리야.'}], 'on_complete': []}, 'details': {'target_npc_id': 'NPC001_Amber'}}, {'step_id': 2, 'objective_type': 'DUNGEON', 'description_for_player': ""보물이 숨겨져 있다는 소문이 있는 'woods' 던전을 탐험하십시오."", 'dialogues': {'on_start': [{'speaker_id': 'NPC001_Amber', 'line': '숲 깊은 곳에 오래된 유적이 있다고 해. 그곳에 보물이 숨겨져 있을 가능성이 높아. 짐승들이 난폭해지기 전에 서둘러야 해. 조심해서 다녀오게.'}], 'on_complete': []}, 'details': {'target_dungeon_id': 'DUN001_woods'}}, {'step_id': 3, 'objective_type': 'KILL', 'description_for_player': ""'woods' 던전에서 앰버가 말한 'goblin'들을 처치하십시오."", 'dialogues': {'on_start': [{'speaker_id': 'player_character', 'line': '이 던전 안에는 고블린들이 득실거리는군. 보물을 찾기 전에 이 녀석들을 먼저 처리해야겠어.'}], 'on_complete': []}, 'details': {'target_monster_id': 'MON001_goblin'}}, {'step_id': 4, 'objective_type': 'TALK', 'description_for_player': '보물을 찾았거나 단서를 얻었다면 앰버에게 돌아가 보고하십시오.', 'dialogues': {'on_start': [{'speaker_id': 'player_character', 'line': '고블린들을 모두 처치했으니, 이제 보물을 찾아야지. 앰버에게 돌아가서 상황을 보고해야겠다.'}], 'on_complete': []}, 'details': {'target_npc_id': 'NPC001_Amber'}}], 'quest_rewards': []}",None
Gemini 2.5 Flash 8192,gemini-2.5-flash,8192,사랑,True,29552.194833755493,511,"{'quest_title': '잃어버린 마음', 'quest_giver_npc_id': 'NPC001_Amber', 'quest_type': 'SIDE_QUEST', 'quest_summary': '사냥꾼 앰버는 숲으로 나간 나무꾼 아우라가 돌아오지 않자 걱정합니다. 플레이어는 위험한 숲에서 아우라를 찾아 그녀를 위협하는 고블린들로부터 지켜야 합니다.', 'quest_steps': [{'step_id': 1, 'objective_type': 'TALK', 'description_for_player': '사냥꾼 앰버와 대화하여 아우라에 대한 소식을 듣습니다.', 'dialogues': {'on_start': [{'speaker_id': 'NPC001_Amber', 'line': '아우라가 숲으로 간 지 너무 오래되었어. 요즘 숲은 위험해. 해가 지기 전에 돌아오지 않으면… 무슨 일이 생길까 봐 두렵다. 자네가 아우라를 찾아 숲으로 가 주겠나?'}], 'on_complete': []}, 'details': {'target_npc_id': 'NPC001_Amber'}}, {'step_id': 2, 'objective_type': 'GOTO', 'description_for_player': '위험한 숲 속으로 들어가 아우라를 찾습니다.', 'dialogues': {'on_start': [{'speaker_id': 'NPC001_Amber', 'line': '아우라는 보통 숲 깊숙한 곳, 오래된 나무 근처에서 나무를 베곤 했지. 그곳을 먼저 찾아보게.'}], 'on_complete': [{'speaker_id': 'player_character', 'line': '숲 깊숙한 곳에서 아우라를 발견했다. 하지만 그녀는 위험에 처해 있는 듯하다.'}]}, 'details': {'target_location_id': 'DUN001_woods'}}, {'step_id': 3, 'objective_type': 'KILL', 'description_for_player': '아우라를 위협하는 고블린들을 처치합니다.', 'dialogues': {'on_start': [{'speaker_id': 'player_character', 'line': '고블린 무리가 아우라를 둘러싸고 있다. 그녀를 구해야 한다.'}], 'on_complete': [{'speaker_id': 'player_character', 'line': '고블린들을 물리쳤다. 이제 아우라에게 무슨 일이 있었는지 물어볼 시간이다.'}]}, 'details': {'target_monster_id': 'MON001_goblin'}}, {'step_id': 4, 'objective_type': 'TALK', 'description_for_player': '안전해진 아우라와 대화하여 그녀의 상황을 확인합니다.', 'dialogues': {'on_start': [{'speaker_id': 'NPC002_Aura', 'line': '고마워요... 당신이 아니었다면... 저 못된 것들이 제게서 이걸 빼앗으려 했어요. 앰버가 준 거예요...'}, {'speaker_id': 'NPC002_Aura', 'line': '이제 괜찮아요. 앰버에게 제가 무사하다고 전해주세요.'}], 'on_complete': []}, 'details': {'target_npc_id': 'NPC002_Aura'}}, {'step_id': 5, 'objective_type': 'TALK', 'description_for_player': '앰버에게 돌아가 아우라가 무사하다는 소식을 전합니다.', 'dialogues': {'on_start': [{'speaker_id': 'player_character', 'line': '앰버에게 아우라가 무사하다는 소식을 전해야겠다.'}], 'on_complete': [{'speaker_id': 'NPC001_Amber', 'line': '아우라가 무사하다니 다행이군. 숲이 점점 더 사나워지고 있어. 자네 덕분에 한시름 놓았어. 고맙네. 아우라가 준 작은 나무 조각을 소중히 여기는 모습에 마음이 놓인다.'}]}, 'details': {'target_npc_id': 'NPC001_Amber'}}], 'quest_rewards': []}",None
Gemini 2.5 Flash 8192,gemini-2.5-flash,8192,마법,True,27150.633573532104,428,"{'quest_title': '숲을 뒤덮은 마법', 'quest_giver_npc_id': 'NPC001_Amber', 'quest_type': 'SIDE_QUEST', 'quest_summary': '숲에 퍼진 수상한 마법의 기운을 조사하고, 그로 인해 난폭해진 고블린들을 처리하는 퀘스트.', 'quest_steps': [{'step_id': 1, 'objective_type': 'TALK', 'description_for_player': '벌목꾼 아우라와 대화하여 숲의 이상 현상에 대해 듣기.', 'dialogues': {'on_start': [{'speaker_id': 'NPC001_Amber', 'line': '요즘 숲이 심상치 않아. 몬스터들이 더 난폭해졌고, 이상한 기운이 느껴져. 벌목꾼 아우라가 숲 깊은 곳에서 수상한 것을 봤다고 하더군. 마법과 관련이 있을지도 몰라. 그녀를 찾아가 무슨 일이 있었는지 들어봐.'}], 'on_complete': [{'speaker_id': 'NPC002_Aura', 'line': '아... 앰버가 당신을 보냈군요. 최근 숲 깊은 곳, 오래된 나무 근처에서 기이한 빛과 알 수 없는 소리가 들려요. 그 후로 고블린들이 더 사나워졌고요. 아마... 그곳에 마법의 기운이 깃든 것 같아요.'}]}, 'details': {'target_npc_id': 'NPC002_Aura'}}, {'step_id': 2, 'objective_type': 'DUNGEON', 'description_for_player': '아우라가 언급한 숲 깊은 곳으로 가서 마법 기운의 근원 조사하기.', 'dialogues': {'on_start': [{'speaker_id': 'player_character', 'line': '아우라의 말대로 숲 깊은 곳으로 가 마법의 기운을 조사해야겠군. 오래된 나무 근처라고 했지.'}], 'on_complete': [{'speaker_id': 'player_character', 'line': '숲의 마법 기운이 점점 강해지고 있어. 고블린들이 이 기운에 영향을 받아 난폭해진 것이 분명해.'}]}, 'details': {'target_dungeon_id': 'DUN001_woods'}}, {'step_id': 3, 'objective_type': 'KILL', 'description_for_player': '마법의 기운에 홀려 난폭해진 고블린들을 처치하기.', 'dialogues': {'on_start': [{'speaker_id': 'player_character', 'line': '이 고블린들은 마법의 기운에 완전히 미쳐버렸군. 더 큰 피해를 막기 위해 처치해야겠어.'}], 'on_complete': [{'speaker_id': 'player_character', 'line': '고블린들을 처리했다. 이제 앰버에게 돌아가 보고해야겠어.'}]}, 'details': {'target_monster_id': 'MON001_goblin'}}, {'step_id': 4, 'objective_type': 'TALK', 'description_for_player': '퀘스트 의뢰자인 앰버에게 돌아가 숲에서 겪은 일을 보고하기.', 'dialogues': {'on_start': [{'speaker_id': 'player_character', 'line': '앰버에게 숲에서 겪은 일과 마법의 기운에 대해 자세히 말해줘야겠어.'}], 'on_complete': [{'speaker_id': 'NPC001_Amber', 'line': '자네가 숲의 마법 기운을 잠재우고 고블린들을 처리했다니 다행이군. 하지만 이 기운은 일식과 고대 왕국의 배신과 관련이 있을지도 몰라. 조심하게, 영웅이여. 이건 시작에 불과할지도 모르니.'}]}, 'details': {'target_npc_id': 'NPC001_Amber'}}], 'quest_rewards': []}",None
Gemini 2.5 Flash 8192,gemini-2.5-flash,8192,마법,True,25089.02907371521,686,"{'quest_title': '어둠의 동굴 마법', 'quest_giver_npc_id': 'NPC001_Amber', 'quest_type': 'SIDE_QUEST', 'quest_summary': '숲에 드리운 기이한 마법의 기운을 조사하고, 그 근원을 찾아 해결해야 합니다. 벌목꾼 아우라에게서 단서를 얻고, 동굴 속 고블린들의 수상한 움직임을 저지하세요.', 'quest_steps': [{'step_id': 1, 'objective_type': 'TALK', 'description_for_player': '사냥꾼 앰버와 대화하여 숲의 이상 현상에 대해 듣습니다.', 'dialogues': {'on_start': [{'speaker_id': 'NPC001_Amber', 'line': '여행자여, 숲이 심상치 않소. 그림자가 너무 길고, 동물들도 이상하게 날뛰지. 특히 오래된 동굴 근처에서 기분 나쁜 기운이 느껴지오. 혹시 벌목꾼 아우라를 만난다면, 그녀에게 무슨 일이 있었는지 물어봐 주겠소? 그녀는 숲 깊은 곳에서 일하니 무언가 보았을지도 모르오.'}], 'on_complete': []}, 'details': {'target_npc_id': 'NPC001_Amber'}}, {'step_id': 2, 'objective_type': 'TALK', 'description_for_player': '벌목꾼 아우라를 찾아 숲의 이상 현상에 대해 묻습니다.', 'dialogues': {'on_start': [{'speaker_id': 'NPC002_Aura', 'line': '…(침묵)… 숲이… 변했어요. 동굴 쪽에서… 이상한 빛이 보이고… 고블린들이… 뭔가 중얼거리는 소리가 들려요. 어둡고… 불길한… 마법 같아요. 그들이… 일식을 기다리는 것 같았어요…'}], 'on_complete': []}, 'details': {'target_npc_id': 'NPC002_Aura'}}, {'step_id': 3, 'objective_type': 'DUNGEON', 'description_for_player': '수상한 기운이 느껴지는 숲 속 동굴(DUN002_cave)을 조사합니다.', 'dialogues': {'on_start': [{'speaker_id': 'player_character', 'line': '아우라의 말대로 동굴에서 불길한 마법의 기운이 느껴진다. 안으로 들어가 조사를 해야겠군.'}], 'on_complete': []}, 'details': {'target_dungeon_id': 'DUN002_cave'}}, {'step_id': 4, 'objective_type': 'KILL', 'description_for_player': '동굴 안에서 어둠의 마법을 부리는 고블린(MON001_goblin)들을 처치합니다.', 'dialogues': {'on_start': [{'speaker_id': 'player_character', 'line': '이런, 고블린들이 동굴 안에서 기괴한 의식을 치르고 있다. 이들이 숲을 오염시키고 있었군. 놈들을 막아야 해!'}], 'on_complete': []}, 'details': {'target_monster_id': 'MON001_goblin'}}, {'step_id': 5, 'objective_type': 'TALK', 'description_for_player': '사냥꾼 앰버에게 돌아가 동굴에서 있었던 일을 보고합니다.', 'dialogues': {'on_start': [{'speaker_id': 'NPC001_Amber', 'line': '무사히 돌아왔군! 동굴에서 무슨 일이 있었소? 그 불길한 기운이 사라진 것 같긴 한데… 자세히 말해주시오.'}], 'on_complete': [{'speaker_id': 'NPC001_Amber', 'line': '고블린들이 어둠의 마법 의식을… 일식을 틈타 고대 왕국의 배신이 다시 숲을 병들게 하려 했나 보군. 당신 덕분에 큰 재앙을 막았소. 정말 고맙소, 여행자여. 이 숲은 당신을 잊지 않을 것이오.'}]}, 'details': {'target_npc_id': 'NPC001_Amber'}}], 'quest_rewards': []}",None
Gemini 2.5 Pro 8192,gemini-2.5-pro,8192,마법,True,56875.28657913208,568,"{'quest_title': '동굴의 수상한 주술', 'quest_giver_npc_id': 'NPC001_Amber', 'quest_type': 'SIDE_QUEST', 'quest_summary': '사냥꾼 앰버는 다가오는 일식의 영향으로 숲에 이상한 마법의 기운이 감도는 것을 감지했습니다. 그녀는 플레이어에게 목격자인 벌목꾼 아우라를 찾아가 단서를 얻고, 문제의 근원인 동굴의 고블린들을 처리해달라고 요청합니다.', 'quest_steps': [{'step_id': 1, 'objective_type': 'TALK', 'description_for_player': '숲에 있는 벌목꾼 아우라와 대화하십시오.', 'dialogues': {'on_start': [{'speaker_id': 'NPC001_Amber', 'line': '모험가, 마침 잘 만났군. 요즘 숲의 기운이 심상치 않아. 특히 오래된 나무 근처에서 기분 나쁜 마법의 기운이 느껴져. 다가오는 일식 때문에 괴물들이 미쳐 날뛰는 것 같아. 벌목꾼 아우라가 그 근처에서 뭔가를 봤다는 소문이 있으니, 그녀에게 가서 자세한 얘기를 들어봐 줘.'}], 'on_complete': []}, 'details': {'target_npc_id': 'NPC002_Aura'}}, {'step_id': 2, 'objective_type': 'DUNGEON', 'description_for_player': '아우라가 언급한 동굴로 이동하십시오.', 'dialogues': {'on_start': [{'speaker_id': 'NPC002_Aura', 'line': '(주변을 살피며) 쉬... 조용히 말해야 해요. 며칠 전, 오래된 나무 근처 동굴에서... 끔찍한 걸 봤어요. 고블린들이 이상하게 빛나는 돌을 들고 알아들을 수 없는 주문을 외우고 있었어요. 사악한 의식 같았어요. 너무 무서워서 도망쳤지만, 그 빛이 아직도 눈에 선해요.'}], 'on_complete': []}, 'details': {'target_dungeon_id': 'DUN002_cave'}}, {'step_id': 3, 'objective_type': 'KILL', 'description_for_player': '동굴 안에서 사악한 의식을 거행하는 고블린들을 처치하십시오.', 'dialogues': {'on_start': [{'speaker_id': 'player_character', 'line': '아우라가 말한 게 저 고블린들이군. 저 사악한 기운... 놈들의 주술을 멈춰야 한다.'}], 'on_complete': []}, 'details': {'target_monster_id': 'MON001_goblin', 'quantity': 5}}, {'step_id': 4, 'objective_type': 'TALK', 'description_for_player': '앰버에게 돌아가 임무 완료를 보고하십시오.', 'dialogues': {'on_start': [], 'on_complete': [{'speaker_id': 'NPC001_Amber', 'line': '돌아왔군. 얼굴을 보니 잘 해결된 모양이네. 고블린들이 그런 짓을 벌이고 있었다니... 일식의 영향이 생각보다 더 심각한가 보군. 자네 덕분에 숲이 잠시나마 평온을 되찾겠어. 정말 고맙다.'}]}, 'details': {'target_npc_id': 'NPC001_Amber'}}], 'quest_rewards': [{'reward_type': 'EXP', 'quantity': 250}, {'reward_type': 'GOLD', 'quantity': 100}]}",None
Gemini 2.5 Pro 8192,gemini-2.5-pro,8192,배고파,False,53696.13313674927,0,{},HTTP 500
Gemini 2.5 Pro 8192,gemini-2.5-pro,8192,사랑,True,68383.98575782776,439,"{'quest_title': '말하지 못한 마음', 'quest_giver_npc_id': 'NPC001_Amber', 'quest_type': 'SIDE_QUEST', 'quest_summary': '헌터 앰버는 조용한 벌목꾼 아우라를 남몰래 걱정하고 있습니다. 다가오는 일식 때문에 흉포해진 고블린들이 아우라의 소중한 물건을 훔쳐 갔습니다. 앰버를 대신해 숲속의 고블린들을 처치하고 아우라의 물건을 되찾아주세요.', 'quest_steps': [{'step_id': 1, 'objective_type': 'TALK', 'description_for_player': '앰버와 대화하기', 'dialogues': {'on_start': [{'speaker_id': 'NPC001_Amber', 'line': '벌목꾼 아우라... 안색이 안 좋아. 일식 때문에 고블린들이 날뛰고 있는데, 오래된 나무 근처에 있는 그 애의 작업장에서 놈들을 봤어. 그 앤 도움을 청할 성격이 아니지. ...자네가 가서 무슨 일인지 알아봐 주겠나? 난 경계 임무 때문에 바빠서.'}], 'on_complete': []}, 'details': {'target_npc_id': 'NPC001_Amber'}}, {'step_id': 2, 'objective_type': 'TALK', 'description_for_player': '아우라와 대화하기', 'dialogues': {'on_start': [{'speaker_id': 'NPC002_Aura', 'line': '앰버가... 절 걱정해서 당신을 보냈다고요? ...사실, 고블린들이 아버지께서 만들어주신 유품인 나무 펜던트를 훔쳐 갔어요. 숲 깊은 곳으로 달아났는데...'}], 'on_complete': []}, 'details': {'target_npc_id': 'NPC002_Aura'}}, {'step_id': 3, 'objective_type': 'KILL', 'description_for_player': '숲속의 고블린들을 처치하고 펜던트 되찾기', 'dialogues': {'on_start': [{'speaker_id': 'player_character', 'line': '고블린들을 혼내주고 펜던트를 되찾아야겠군.'}], 'on_complete': []}, 'details': {'target_monster_id': 'MON001_goblin', 'quantity': 5, 'item_to_retrieve': ""Aura's Pendant""}}, {'step_id': 4, 'objective_type': 'TALK', 'description_for_player': '앰버에게 돌아가 보고하기', 'dialogues': {'on_start': [{'speaker_id': 'player_character', 'line': '고블린들에게서 펜던트를 되찾았습니다.'}], 'on_complete': [{'speaker_id': 'NPC001_Amber', 'line': '잘했어. ...그녀에게 소중한 물건이니까. 이건 보수다. 그리고... 펜던트는 자네가 직접 전해주게. 그냥 자네가 찾았다고만 하고, 내 얘기는 하지 마.'}]}, 'details': {'target_npc_id': 'NPC001_Amber'}}], 'quest_rewards': [{'reward_type': 'GOLD', 'amount': 150}, {'reward_type': 'ITEM', 'item_id': 'ITM_Hunter_Gloves', 'quantity': 1}]}",None
Gemini 3 Pro 4080,gemini-3-pro-preview,4080,평화,True,50815.428256988525,411,"{'quest_title': '숲의 평화를 위하여', 'quest_giver_npc_id': 'NPC001_Amber', 'quest_type': 'SIDE_QUEST', 'quest_summary': '엠버는 일식의 영향으로 난폭해진 고블린들 때문에 숲의 평화가 깨졌다고 생각합니다. 벌목꾼 오라의 안전을 확인하고 소란의 원인을 제거해야 합니다.', 'quest_steps': [{'step_id': 1, 'objective_type': 'TALK', 'description_for_player': ""벌목꾼 '오라'에게 가서 상황을 확인하세요."", 'dialogues': {'on_start': [{'speaker_id': 'NPC001_Amber', 'line': '평화라고? 흥, 이 숲에서 평화를 원한다면 칼을 들어야지. 일식이 다가오자 놈들이 미쳐 날뛰고 있어.'}, {'speaker_id': 'NPC001_Amber', 'line': '시끄러워서 사냥을 할 수가 없군. 우선 벌목꾼 오라에게 가봐. 늙은 나무(Old Tree) 근처에서 일하고 있을 텐데, 무사한지 확인해 줘.'}], 'on_complete': []}, 'details': {'target_npc_id': 'NPC002_Aura'}}, {'step_id': 2, 'objective_type': 'KILL', 'description_for_player': '숲의 평화를 위협하는 고블린을 처치하세요.', 'dialogues': {'on_start': [{'speaker_id': 'NPC002_Aura', 'line': '아... 엠버 님이 보내셨나요? 다행이에요.'}, {'speaker_id': 'NPC002_Aura', 'line': '고블린들의 비명소리 때문에 도끼질을 할 수가 없어요. 제발 저들을 조용히 시켜주세요. 그래야 다시 평화롭게 일할 수 있을 거예요.'}], 'on_complete': []}, 'details': {'target_monster_id': 'MON001_goblin'}}, {'step_id': 3, 'objective_type': 'TALK', 'description_for_player': '엠버에게 돌아가 보고하세요.', 'dialogues': {'on_start': [{'speaker_id': 'player_character', 'line': '(고블린들이 쓰러지자 숲에 다시 정적이 찾아왔다. 엠버에게 돌아가자.)'}], 'on_complete': [{'speaker_id': 'NPC001_Amber', 'line': '돌아왔군. 숲이 다시 고요해졌어.'}, {'speaker_id': 'NPC001_Amber', 'line': '이게 바로 내가 원하던 평화야. 수고했어.'}]}, 'details': {'target_npc_id': 'NPC001_Amber'}}], 'quest_rewards': []}",None
Gemini 3 Pro 4080,gemini-3-pro-preview,4080,보물,True,66894.02198791504,445,"{'quest_title': '도난당한 보물', 'quest_giver_npc_id': 'NPC001_Amber', 'quest_type': 'SIDE_QUEST', 'quest_summary': ""고블린들이 훔쳐 달아난 의문의 '보물'을 되찾기 위해 동굴을 조사해야 합니다."", 'quest_steps': [{'step_id': 1, 'objective_type': 'TALK', 'description_for_player': '벌목꾼 오라에게 고블린의 이동 경로 묻기', 'dialogues': {'on_start': [{'speaker_id': 'NPC001_Amber', 'line': ""숲이 소란스러워. 고블린 놈들이 고대 왕국의 폐허에서 반짝이는 '보물' 상자를 훔쳐 달아나는 걸 봤어.""}, {'speaker_id': 'NPC001_Amber', 'line': '다가오는 일식 때문에 놈들이 흥분한 것 같아. 그냥 두면 위험해질 거야.'}, {'speaker_id': 'NPC001_Amber', 'line': '벌목꾼 오라(Aura)가 늙은 나무(Old Tree) 근처에서 작업 중이었으니, 놈들이 어느 동굴로 들어갔는지 봤을 거야. 가서 물어봐.'}], 'on_complete': []}, 'details': {'target_npc_id': 'NPC002_Aura'}}, {'step_id': 2, 'objective_type': 'KILL', 'description_for_player': '동굴 입구를 지키는 고블린 처치', 'dialogues': {'on_start': [{'speaker_id': 'NPC002_Aura', 'line': '...앰버 님이 보내셨군요. 네, 봤어요. 놈들이 늙은 나무 뿌리 쪽을 지나 북쪽 동굴로 들어갔습니다.'}, {'speaker_id': 'NPC002_Aura', 'line': '하지만 입구에 보초를 세워뒀더군요. 그들이 가진 게 무엇이든, 꽤나 중요한 것 같았어요. 조심하세요.'}], 'on_complete': []}, 'details': {'target_monster_id': 'MON001_goblin'}}, {'step_id': 3, 'objective_type': 'DUNGEON', 'description_for_player': '동굴을 탐색하여 보물 회수', 'dialogues': {'on_start': [{'speaker_id': 'player_character', 'line': '보초들을 처리했다. 놈들이 숨긴 보물을 찾아야 해.'}], 'on_complete': []}, 'details': {'target_dungeon_id': 'DUN002_cave'}}, {'step_id': 4, 'objective_type': 'TALK', 'description_for_player': '앰버에게 보물 전달', 'dialogues': {'on_start': [{'speaker_id': 'player_character', 'line': '상자를 찾았다. 앰버에게 돌아가서 확인해보자.'}], 'on_complete': [{'speaker_id': 'NPC001_Amber', 'line': '무사히 돌아왔군. 이리 줘봐... 이건 단순한 보석이 아니야. 옛 왕국의 문양이 새겨져 있어.'}, {'speaker_id': 'NPC001_Amber', 'line': '일식이 다가오니 이런 물건들이 다시 세상에 나오는군. 수고했어.'}]}, 'details': {'target_npc_id': 'NPC001_Amber'}}], 'quest_rewards': [{'type': 'GOLD', 'amount': 150}, {'type': 'ITEM', 'item_id': 'ITEM_OLD_RELIC', 'quantity': 1}]}",None
Gemini 3 Pro 4080,gemini-3-pro-preview,4080,마법,True,63132.786989212036,392,"{'quest_title': '마력에 물든 숲', 'quest_giver_npc_id': 'NPC001_Amber', 'quest_type': 'SIDE_QUEST', 'quest_summary': '다가오는 일식의 영향으로 숲에 기이한 마력이 감돌고 있습니다. 엠버는 고목(Old Tree) 근처에서 이상 현상을 목격한 벌목꾼 오라를 만나보고, 마력에 폭주하는 고블린들을 처치해달라고 부탁했습니다.', 'quest_steps': [{'step_id': 1, 'objective_type': 'TALK', 'description_for_player': '벌목꾼 오라(Aura)에게 상황 듣기', 'dialogues': {'on_start': [{'speaker_id': 'NPC001_Amber', 'line': '자네도 느꼈나? 숲의 공기가 달라졌어. 다가오는 일식 때문인지, 고목(Old Tree) 근처에서 탁한 마력이 느껴져.'}, {'speaker_id': 'NPC001_Amber', 'line': '그곳에서 작업하던 벌목꾼 오라가 뭔가 목격했을 거야. 그녀에게 가서 상황을 확인해주게.'}], 'on_complete': []}, 'details': {'target_npc_id': 'NPC002_Aura'}}, {'step_id': 2, 'objective_type': 'KILL', 'description_for_player': '마력에 폭주하는 고블린 처치', 'dialogues': {'on_start': [{'speaker_id': 'NPC002_Aura', 'line': '흐윽... 너무 무서웠어요. 고블린들이 갑자기 이상한 주문을 외우더니 눈이 보라색으로 변했어요!'}, {'speaker_id': 'NPC002_Aura', 'line': '마력에 취해 미쳐 날뛰고 있어요. 제발 놈들을 막아주세요!'}], 'on_complete': []}, 'details': {'target_monster_id': 'MON001_goblin'}}, {'step_id': 3, 'objective_type': 'TALK', 'description_for_player': '엠버에게 보고하기', 'dialogues': {'on_start': [{'speaker_id': 'player_character', 'line': '(고블린들이 쓰러지자 주변의 탁한 기운이 걷혔다. 엠버에게 돌아가자.)'}], 'on_complete': [{'speaker_id': 'NPC001_Amber', 'line': '돌아왔군. 역시 놈들이 마력에 영향을 받은 게야. 자네 덕분에 숲이 한결 안전해졌어. 고맙네.'}]}, 'details': {'target_npc_id': 'NPC001_Amber'}}], 'quest_rewards': [{'type': 'ITEM', 'item_id': 'magic_dust', 'amount': 3}]}",None
Gemini 3 Pro 8192,gemini-3-pro-preview,8192,마법,True,64847.62120246887,424,"{'quest_title': '뒤틀린 숲의 마력', 'quest_giver_npc_id': 'NPC001_Amber', 'quest_type': 'MAIN_QUEST', 'quest_summary': '다가오는 일식의 영향으로 숲의 마력이 불안정해졌습니다. 벌목꾼 오라를 만나 단서를 얻고, 마력의 근원지인 동굴을 조사하여 고블린들의 의식을 막으십시오.', 'quest_steps': [{'step_id': 1, 'objective_type': 'TALK', 'description_for_player': ""벌목꾼 '오라'와 대화하여 단서 얻기"", 'dialogues': {'on_start': [{'speaker_id': 'NPC001_Amber', 'line': '자네도 느꼈나? 피부를 찌르는 듯한 이 기운... 마법이야. 다가오는 일식 때문인지 숲의 균형이 무너지고 있어.'}, {'speaker_id': 'NPC001_Amber', 'line': ""벌목꾼 '오라'가 숲 깊은 곳에서 기이한 빛을 봤다고 하더군. 그녀에게 가서 자세한 이야기를 들어주게.""}], 'on_complete': []}, 'details': {'target_npc_id': 'NPC002_Aura'}}, {'step_id': 2, 'objective_type': 'DUNGEON', 'description_for_player': ""마력이 흘러나오는 '동굴' 조사 및 클리어"", 'dialogues': {'on_start': [{'speaker_id': 'NPC002_Aura', 'line': ""앰버 님이 보내셨군요. 다행이에요. 저기 '오래된 나무' 근처 동굴에서... 고블린들이 이상한 주문을 외우고 있어요.""}, {'speaker_id': 'NPC002_Aura', 'line': '그들이 엉터리 마법으로 숲을 전부 태워버리기 전에 막아주세요. 동굴 안쪽이 근원지인 것 같아요.'}], 'on_complete': []}, 'details': {'target_dungeon_id': 'DUN002_cave'}}, {'step_id': 3, 'objective_type': 'TALK', 'description_for_player': ""사냥꾼 '앰버'에게 보고하기"", 'dialogues': {'on_start': [{'speaker_id': 'player_character', 'line': '동굴 안의 고블린 주술사들을 처치하고 마력의 폭주를 잠재웠다. 앰버에게 돌아가자.'}], 'on_complete': [{'speaker_id': 'NPC001_Amber', 'line': '돌아왔군. 고블린들이 고대 왕국의 마법을 흉내 내고 있었다니... 자네 덕분에 최악의 상황은 면했어. 수고했네.'}]}, 'details': {'target_npc_id': 'NPC001_Amber'}}], 'quest_rewards': []}",None
